0.085,0.18394
0.095,0.18203
0.105,0.17995
0.115,0.1777
0.125,0.17531
0.135,0.17277
0.145,0.17012
0.155,0.16735
0.165,0.16449
0.175,0.16154
0.185,0.15854
0.195,0.15548
0.205,0.15239
0.215,0.14928
0.225,0.14618
0.235,0.14308
0.245,0.14001
0.255,0.13699
0.265,0.13403
0.275,0.13114
0.285,0.12833
0.295,0.12563
0.305,0.12303
0.315,0.12056
0.325,0.11822
0.335,0.11601
0.345,0.11396
0.355,0.11206
0.365,0.11033
0.375,0.10876
0.385,0.10737
0.395,0.10615
0.405,0.1051
0.415,0.10424
0.425,0.10355
0.435,0.10303
0.445,0.10269
0.455,0.10251
0.465,0.1025
0.475,0.10266
0.485,0.10296
0.495,0.10341
0.505,0.104
0.515,0.10472
0.525,0.10556
0.535,0.10652
0.545,0.10758
0.555,0.10873
0.565,0.10997
0.575,0.11128
0.585,0.11265
0.595,0.11407
0.605,0.11554
0.615,0.11704
0.625,0.11857
0.635,0.12011
0.645,0.12165
0.655,0.1232
0.665,0.12473
0.675,0.12625
0.685,0.12775
0.695,0.12922
0.705,0.13067
0.715,0.13207
0.725,0.13344
0.735,0.13478
0.745,0.13607
0.755,0.13733
0.765,0.13856
0.775,0.13975
0.785,0.14091
0.795,0.14205
0.805,0.14316
0.815,0.14427
0.825,0.14537
0.835,0.14648
0.845,0.1476
0.855,0.14874
0.865,0.14991
0.875,0.15113
0.885,0.15241
0.895,0.15375
0.905,0.15518
0.915,0.1567
0.925,0.15833
0.935,0.16008
0.945,0.16196
0.955,0.164
0.965,0.16619
0.975,0.16856
0.985,0.17112
0.995,0.17387
1.005,0.17684
1.015,0.18004
1.025,0.18347
1.035,0.18714
1.045,0.19108
1.055,0.19528
1.065,0.19975
1.075,0.20451
1.085,0.20956
1.095,0.2149
1.105,0.22054
1.115,0.22648
1.125,0.23274
1.135,0.2393
1.145,0.24617
1.155,0.25336
1.165,0.26086
1.175,0.26867
1.185,0.27678
1.195,0.2852
1.205,0.29393
1.215,0.30295
1.225,0.31226
1.235,0.32186
1.245,0.33174
1.255,0.34189
1.265,0.35231
1.275,0.36299
1.285,0.37392
1.295,0.38509
1.305,0.39649
1.315,0.40812
1.325,0.41996
1.335,0.43202
1.345,0.44427
1.355,0.45672
1.365,0.46935
1.375,0.48215
1.385,0.49512
1.395,0.50826
1.405,0.52155
1.415,0.53498
1.425,0.54856
1.435,0.56227
1.445,0.57611
1.455,0.59007
1.465,0.60416
1.475,0.61837
1.485,0.63269
1.495,0.64712
1.505,0.66165
1.515,0.6763
1.525,0.69105
1.535,0.7059
1.545,0.72085
1.555,0.7359
1.565,0.75105
1.575,0.7663
1.585,0.78164
1.595,0.79708
1.605,0.81261
1.615,0.82824
1.625,0.84395
1.635,0.85975
1.645,0.87564
1.655,0.8916
1.665,0.90765
1.675,0.92376
1.685,0.93995
1.695,0.95619
1.705,0.97248
1.715,0.98882
1.725,1.0052
1.735,1.0216
1.745,1.038
1.755,1.0544
1.765,1.0708
1.775,1.0872
1.785,1.1035
1.795,1.1198
1.805,1.136
1.815,1.1521
1.825,1.168
1.835,1.1839
1.845,1.1995
1.855,1.215
1.865,1.2303
1.875,1.2453
1.885,1.26
1.895,1.2745
1.905,1.2886
1.915,1.3024
1.925,1.3159
1.935,1.3289
1.945,1.3414
1.955,1.3535
1.965,1.3652
1.975,1.3762
1.985,1.3868
1.995,1.3968
2.005,1.4061
2.015,1.4148
2.025,1.4229
2.035,1.4303
2.045,1.437
2.055,1.443
2.065,1.4482
2.075,1.4526
2.085,1.4563
2.095,1.4592
2.105,1.4612
2.115,1.4625
2.125,1.4629
2.135,1.4625
2.145,1.4612
2.155,1.4591
2.165,1.4561
2.175,1.4523
2.185,1.4477
2.195,1.4422
2.205,1.4359
2.215,1.4288
2.225,1.4209
2.235,1.4122
2.245,1.4028
2.255,1.3926
2.265,1.3817
2.275,1.3702
2.285,1.3579
2.295,1.345
2.305,1.3316
2.315,1.3175
2.325,1.3029
2.335,1.2878
2.345,1.2723
2.355,1.2563
2.365,1.2399
2.375,1.2232
2.385,1.2061
2.395,1.1888
2.405,1.1713
2.415,1.1536
2.425,1.1357
2.435,1.1178
2.445,1.0997
2.455,1.0817
2.465,1.0636
2.475,1.0456
2.485,1.0278
2.495,1.01
2.505,0.9924
2.515,0.975
2.525,0.95784
2.535,0.94094
2.545,0.92433
2.555,0.90804
2.565,0.8921
2.575,0.87654
2.585,0.86137
2.595,0.84662
2.605,0.8323
2.615,0.81843
2.625,0.80503
2.635,0.79211
2.645,0.77967
2.655,0.76774
2.665,0.75631
2.675,0.74539
2.685,0.73498
2.695,0.72509
2.705,0.71571
2.715,0.70684
2.725,0.69848
2.735,0.69061
2.745,0.68324
2.755,0.67636
2.765,0.66995
2.775,0.664
2.785,0.65851
2.795,0.65345
2.805,0.64882
2.815,0.6446
2.825,0.64077
2.835,0.63732
2.845,0.63423
2.855,0.63149
2.865,0.62907
2.875,0.62696
2.885,0.62514
2.895,0.6236
2.905,0.62231
2.915,0.62127
2.925,0.62044
2.935,0.61983
2.945,0.6194
2.955,0.61914
2.965,0.61905
2.975,0.61909
2.985,0.61927
2.995,0.61956
3.005,0.61995
3.015,0.62043
3.025,0.62099
3.035,0.62162
3.045,0.6223
3.055,0.62303
3.065,0.6238
3.075,0.62459
